"","abundance","years","lat","long"
"1975",70,2013,29.5,43.5
"1976",61,2013,29.5,44.5
"1977",61,2013,29.5,45.5
"1978",64,2013,29.5,46.5
"1979",58,2013,29.5,47.5
"1980",66,2013,29.5,48.5
"1981",38,2013,28.5,-49.5
"1982",37,2013,28.5,-48.5
"1983",33,2013,28.5,-47.5
"1984",42,2013,28.5,-46.5
"1985",42,2013,28.5,-45.5
"1986",45,2013,28.5,-44.5
"1987",48,2013,28.5,-43.5
"1988",53,2013,28.5,-42.5
"1989",53,2013,28.5,-41.5
"1990",64,2013,28.5,-40.5
"1991",60,2013,28.5,-39.5
"1992",68,2013,28.5,-38.5
"1993",65,2013,28.5,-37.5
"1994",62,2013,28.5,-36.5
"1995",61,2013,28.5,-35.5
"1996",65,2013,28.5,-34.5
"1997",72,2013,28.5,-33.5
"1998",66,2013,28.5,-32.5
"1999",64,2013,28.5,-31.5
"2000",59,2013,28.5,-30.5
"2001",59,2013,28.5,-29.5
"2002",63,2013,28.5,-28.5
"2003",61,2013,28.5,-27.5
"2004",63,2013,28.5,-26.5
"2005",64,2013,28.5,-25.5
"2006",64,2013,28.5,-24.5
"2007",62,2013,28.5,-23.5
"2008",59,2013,28.5,-22.5
"2009",68,2013,28.5,-21.5
"2010",78,2013,28.5,-20.5
"2011",81,2013,28.5,-19.5
"2012",81,2013,28.5,-18.5
"2013",86,2013,28.5,-17.5
"2014",85,2013,28.5,-16.5
"2015",79,2013,28.5,-15.5
"2016",77,2013,28.5,-14.5
"2017",67,2013,28.5,-13.5
"2018",64,2013,28.5,-12.5
"2019",53,2013,28.5,-11.5
"2020",48,2013,28.5,-10.5
"2021",52,2013,28.5,-9.5
"2022",56,2013,28.5,-8.5
"2023",50,2013,28.5,-7.5
"2024",43,2013,28.5,-6.5
"2025",49,2013,28.5,-5.5
"2026",43,2013,28.5,-4.5
"2027",51,2013,28.5,-3.5
"2028",53,2013,28.5,-2.5
"2029",54,2013,28.5,-1.5
"2030",47,2013,28.5,-0.5
"2031",43,2013,28.5,0.5
"2032",54,2013,28.5,1.5
"2033",42,2013,28.5,2.5
"2034",40,2013,28.5,3.5
"2035",34,2013,28.5,4.5
"2036",31,2013,28.5,5.5
"2037",29,2013,28.5,6.5
"2038",36,2013,28.5,7.5
"2039",40,2013,28.5,8.5
"2040",44,2013,28.5,9.5
"2041",48,2013,28.5,10.5
"2042",45,2013,28.5,11.5
"2043",47,2013,28.5,12.5
"2044",51,2013,28.5,13.5
"2045",50,2013,28.5,14.5
"2046",52,2013,28.5,15.5
"2047",48,2013,28.5,16.5
"2048",50,2013,28.5,17.5
"2049",49,2013,28.5,18.5
"2050",55,2013,28.5,19.5
"2051",49,2013,28.5,20.5
"2052",57,2013,28.5,21.5
"2053",56,2013,28.5,22.5
"2054",48,2013,28.5,23.5
"2055",51,2013,28.5,24.5
"2056",49,2013,28.5,25.5
"2057",51,2013,28.5,26.5
"2058",54,2013,28.5,27.5
"2059",56,2013,28.5,28.5
"2060",58,2013,28.5,29.5
"2061",58,2013,28.5,30.5
"2062",66,2013,28.5,31.5
"2063",66,2013,28.5,32.5
"2064",67,2013,28.5,33.5
"2065",77,2013,28.5,34.5
"2066",78,2013,28.5,35.5
"2067",76,2013,28.5,36.5
"2068",78,2013,28.5,37.5
"2069",78,2013,28.5,38.5
"2070",76,2013,28.5,39.5
"2071",75,2013,28.5,40.5
"2072",77,2013,28.5,41.5
"2073",74,2013,28.5,42.5
"2074",69,2013,28.5,43.5
"2075",63,2013,28.5,44.5
"2076",59,2013,28.5,45.5
"2077",63,2013,28.5,46.5
"2078",62,2013,28.5,47.5
"2079",63,2013,28.5,48.5
"2080",43,2013,27.5,-49.5
"2081",42,2013,27.5,-48.5
"2082",41,2013,27.5,-47.5
"2083",46,2013,27.5,-46.5
"2084",53,2013,27.5,-45.5
"2085",49,2013,27.5,-44.5
"2086",46,2013,27.5,-43.5
"2087",54,2013,27.5,-42.5
"2088",57,2013,27.5,-41.5
"2089",65,2013,27.5,-40.5
"2090",62,2013,27.5,-39.5
"2091",69,2013,27.5,-38.5
"2092",71,2013,27.5,-37.5
"2093",65,2013,27.5,-36.5
"2094",68,2013,27.5,-35.5
"2095",66,2013,27.5,-34.5
"2096",68,2013,27.5,-33.5
"2097",64,2013,27.5,-32.5
"2098",66,2013,27.5,-31.5
"2099",65,2013,27.5,-30.5
"2100",66,2013,27.5,-29.5
"2101",68,2013,27.5,-28.5
"2102",70,2013,27.5,-27.5
"2103",64,2013,27.5,-26.5
"2104",62,2013,27.5,-25.5
"2105",63,2013,27.5,-24.5
"2106",65,2013,27.5,-23.5
"2107",62,2013,27.5,-22.5
"2108",64,2013,27.5,-21.5
"2109",77,2013,27.5,-20.5
"2110",80,2013,27.5,-19.5
"2111",84,2013,27.5,-18.5
"2112",88,2013,27.5,-17.5
"2113",84,2013,27.5,-16.5
"2114",82,2013,27.5,-15.5
"2115",71,2013,27.5,-14.5
"2116",67,2013,27.5,-13.5
"2117",66,2013,27.5,-12.5
"2118",58,2013,27.5,-11.5
"2119",55,2013,27.5,-10.5
"2120",53,2013,27.5,-9.5
"2121",58,2013,27.5,-8.5
"2122",55,2013,27.5,-7.5
"2123",50,2013,27.5,-6.5
"2124",46,2013,27.5,-5.5
"2125",42,2013,27.5,-4.5
"2126",48,2013,27.5,-3.5
"2127",45,2013,27.5,-2.5
"2128",42,2013,27.5,-1.5
"2129",48,2013,27.5,-0.5
"2130",44,2013,27.5,0.5
"2131",37,2013,27.5,1.5
"2132",39,2013,27.5,2.5
"2133",37,2013,27.5,3.5
"2134",35,2013,27.5,4.5
"2135",32,2013,27.5,5.5
"2136",30,2013,27.5,6.5
"2137",31,2013,27.5,7.5
"2138",36,2013,27.5,8.5
"2139",46,2013,27.5,9.5
"2140",45,2013,27.5,10.5
"2141",45,2013,27.5,11.5
"2142",45,2013,27.5,12.5
"2143",48,2013,27.5,13.5
"2144",52,2013,27.5,14.5
"2145",47,2013,27.5,15.5
"2146",49,2013,27.5,16.5
"2147",52,2013,27.5,17.5
"2148",51,2013,27.5,18.5
"2149",51,2013,27.5,19.5
"2150",53,2013,27.5,20.5
"2151",55,2013,27.5,21.5
"2152",56,2013,27.5,22.5
"2153",54,2013,27.5,23.5
"2154",56,2013,27.5,24.5
"2155",54,2013,27.5,25.5
"2156",50,2013,27.5,26.5
"2157",49,2013,27.5,27.5
"2158",51,2013,27.5,28.5
"2159",51,2013,27.5,29.5
"2160",57,2013,27.5,30.5
"2161",58,2013,27.5,31.5
"2162",61,2013,27.5,32.5
"2163",65,2013,27.5,33.5
"2164",73,2013,27.5,34.5
"2165",76,2013,27.5,35.5
"2166",78,2013,27.5,36.5
"2167",78,2013,27.5,37.5
"2168",78,2013,27.5,38.5
"2169",81,2013,27.5,39.5
"2170",79,2013,27.5,40.5
"2171",75,2013,27.5,41.5
"2172",76,2013,27.5,42.5
"2173",69,2013,27.5,43.5
"2174",68,2013,27.5,44.5
"2175",62,2013,27.5,45.5
"2176",66,2013,27.5,46.5
"2177",65,2013,27.5,47.5
"2178",60,2013,27.5,48.5
"2179",52,2013,26.5,-49.5
"2180",47,2013,26.5,-48.5
"2181",41,2013,26.5,-47.5
"2182",41,2013,26.5,-46.5
"2183",43,2013,26.5,-45.5
"2184",48,2013,26.5,-44.5
"2185",51,2013,26.5,-43.5
"2186",50,2013,26.5,-42.5
"2187",56,2013,26.5,-41.5
"2188",62,2013,26.5,-40.5
"2189",67,2013,26.5,-39.5
"2190",69,2013,26.5,-38.5
"2191",65,2013,26.5,-37.5
"2192",61,2013,26.5,-36.5
"2193",64,2013,26.5,-35.5
"2194",69,2013,26.5,-34.5
"2195",71,2013,26.5,-33.5
"2196",70,2013,26.5,-32.5
"2197",70,2013,26.5,-31.5
"2198",72,2013,26.5,-30.5
"2199",68,2013,26.5,-29.5
"2200",63,2013,26.5,-28.5
"2201",70,2013,26.5,-27.5
"2202",64,2013,26.5,-26.5
"2203",65,2013,26.5,-25.5
"2204",64,2013,26.5,-24.5
"2205",70,2013,26.5,-23.5
"2206",65,2013,26.5,-22.5
"2207",70,2013,26.5,-21.5
"2208",71,2013,26.5,-20.5
"2209",82,2013,26.5,-19.5
"2210",86,2013,26.5,-18.5
"2211",86,2013,26.5,-17.5
"2212",84,2013,26.5,-16.5
"2213",79,2013,26.5,-15.5
"2214",75,2013,26.5,-14.5
"2215",73,2013,26.5,-13.5
"2216",68,2013,26.5,-12.5
"2217",60,2013,26.5,-11.5
"2218",63,2013,26.5,-10.5
"2219",61,2013,26.5,-9.5
"2220",53,2013,26.5,-8.5
"2221",53,2013,26.5,-7.5
"2222",50,2013,26.5,-6.5
"2223",41,2013,26.5,-5.5
"2224",43,2013,26.5,-4.5
"2225",46,2013,26.5,-3.5
"2226",41,2013,26.5,-2.5
"2227",37,2013,26.5,-1.5
"2228",34,2013,26.5,-0.5
"2229",37,2013,26.5,0.5
"2230",37,2013,26.5,1.5
"2231",41,2013,26.5,2.5
"2232",39,2013,26.5,3.5
"2233",38,2013,26.5,4.5
"2234",32,2013,26.5,5.5
"2235",35,2013,26.5,6.5
"2236",36,2013,26.5,7.5
"2237",45,2013,26.5,8.5
"2238",53,2013,26.5,9.5
"2239",48,2013,26.5,10.5
"2240",53,2013,26.5,11.5
"2241",48,2013,26.5,12.5
"2242",49,2013,26.5,13.5
"2243",50,2013,26.5,14.5
"2244",50,2013,26.5,15.5
"2245",50,2013,26.5,16.5
"2246",47,2013,26.5,17.5
"2247",50,2013,26.5,18.5
"2248",54,2013,26.5,19.5
"2249",55,2013,26.5,20.5
"2250",53,2013,26.5,21.5
"2251",53,2013,26.5,22.5
"2252",55,2013,26.5,23.5
"2253",54,2013,26.5,24.5
"2254",54,2013,26.5,25.5
"2255",54,2013,26.5,26.5
"2256",53,2013,26.5,27.5
"2257",48,2013,26.5,28.5
"2258",51,2013,26.5,29.5
"2259",53,2013,26.5,30.5
"2260",59,2013,26.5,31.5
"2261",58,2013,26.5,32.5
"2262",66,2013,26.5,33.5
"2263",67,2013,26.5,34.5
"2264",78,2013,26.5,35.5
"2265",81,2013,26.5,36.5
"2266",82,2013,26.5,37.5
"2267",81,2013,26.5,38.5
"2268",82,2013,26.5,39.5
"2269",78,2013,26.5,40.5
"2270",75,2013,26.5,41.5
"2271",71,2013,26.5,42.5
"2272",68,2013,26.5,43.5
"2273",66,2013,26.5,44.5
"2274",65,2013,26.5,45.5
"2275",68,2013,26.5,46.5
"2276",63,2013,26.5,47.5
"2277",64,2013,26.5,48.5
"2278",52,2013,25.5,-49.5
"2279",51,2013,25.5,-48.5
"2280",45,2013,25.5,-47.5
"2281",36,2013,25.5,-46.5
"2282",37,2013,25.5,-45.5
"2283",46,2013,25.5,-44.5
"2284",51,2013,25.5,-43.5
"2285",49,2013,25.5,-42.5
"2286",60,2013,25.5,-41.5
"2287",66,2013,25.5,-40.5
"2288",62,2013,25.5,-39.5
"2289",65,2013,25.5,-38.5
"2290",64,2013,25.5,-37.5
"2291",60,2013,25.5,-36.5
"2292",70,2013,25.5,-35.5
"2293",72,2013,25.5,-34.5
"2294",71,2013,25.5,-33.5
"2295",74,2013,25.5,-32.5
"2296",75,2013,25.5,-31.5
"2297",77,2013,25.5,-30.5
"2298",67,2013,25.5,-29.5
"2299",64,2013,25.5,-28.5
"2300",62,2013,25.5,-27.5
"2301",60,2013,25.5,-26.5
"2302",70,2013,25.5,-25.5
"2303",72,2013,25.5,-24.5
"2304",76,2013,25.5,-23.5
"2305",80,2013,25.5,-22.5
"2306",73,2013,25.5,-21.5
"2307",76,2013,25.5,-20.5
"2308",85,2013,25.5,-19.5
"2309",88,2013,25.5,-18.5
"2310",92,2013,25.5,-17.5
"2311",88,2013,25.5,-16.5
"2312",82,2013,25.5,-15.5
"2313",80,2013,25.5,-14.5
"2314",75,2013,25.5,-13.5
"2315",70,2013,25.5,-12.5
"2316",65,2013,25.5,-11.5
"2317",67,2013,25.5,-10.5
"2318",59,2013,25.5,-9.5
"2319",57,2013,25.5,-8.5
"2320",52,2013,25.5,-7.5
"2321",47,2013,25.5,-6.5
"2322",43,2013,25.5,-5.5
"2323",44,2013,25.5,-4.5
"2324",39,2013,25.5,-3.5
"2325",38,2013,25.5,-2.5
"2326",34,2013,25.5,-1.5
"2327",30,2013,25.5,-0.5
"2328",35,2013,25.5,0.5
"2329",37,2013,25.5,1.5
"2330",42,2013,25.5,2.5
"2331",44,2013,25.5,3.5
"2332",38,2013,25.5,4.5
"2333",39,2013,25.5,5.5
"2334",43,2013,25.5,6.5
"2335",49,2013,25.5,7.5
"2336",53,2013,25.5,8.5
"2337",60,2013,25.5,9.5
"2338",51,2013,25.5,10.5
"2339",55,2013,25.5,11.5
"2340",54,2013,25.5,12.5
"2341",57,2013,25.5,13.5
"2342",54,2013,25.5,14.5
"2343",55,2013,25.5,15.5
"2344",46,2013,25.5,16.5
"2345",41,2013,25.5,17.5
"2346",51,2013,25.5,18.5
"2347",58,2013,25.5,19.5
"2348",52,2013,25.5,20.5
"2349",50,2013,25.5,21.5
"2350",52,2013,25.5,22.5
"2351",54,2013,25.5,23.5
"2352",55,2013,25.5,24.5
"2353",55,2013,25.5,25.5
"2354",56,2013,25.5,26.5
"2355",63,2013,25.5,27.5
"2356",55,2013,25.5,28.5
"2357",51,2013,25.5,29.5
"2358",49,2013,25.5,30.5
"2359",52,2013,25.5,31.5
"2360",57,2013,25.5,32.5
"2361",57,2013,25.5,33.5
"2362",69,2013,25.5,34.5
"2363",82,2013,25.5,35.5
"2364",85,2013,25.5,36.5
"2365",81,2013,25.5,37.5
"2366",78,2013,25.5,38.5
"2367",85,2013,25.5,39.5
"2368",81,2013,25.5,40.5
"2369",73,2013,25.5,41.5
"2370",73,2013,25.5,42.5
"2371",71,2013,25.5,43.5
"2372",67,2013,25.5,44.5
"2373",65,2013,25.5,45.5
"2374",61,2013,25.5,46.5
"2375",63,2013,25.5,47.5
"2376",63,2013,25.5,48.5
"2377",57,2013,24.5,-49.5
"2378",52,2013,24.5,-48.5
"2379",43,2013,24.5,-47.5
"2380",38,2013,24.5,-46.5
"2381",41,2013,24.5,-45.5
"2382",42,2013,24.5,-44.5
"2383",47,2013,24.5,-43.5
"2384",48,2013,24.5,-42.5
"2385",58,2013,24.5,-41.5
"2386",61,2013,24.5,-40.5
"2387",61,2013,24.5,-39.5
"2388",61,2013,24.5,-38.5
"2389",66,2013,24.5,-37.5
"2390",61,2013,24.5,-36.5
"2391",69,2013,24.5,-35.5
"2392",74,2013,24.5,-34.5
"2393",77,2013,24.5,-33.5
"2394",75,2013,24.5,-32.5
"2395",74,2013,24.5,-31.5
"2396",69,2013,24.5,-30.5
"2397",71,2013,24.5,-29.5
"2398",68,2013,24.5,-28.5
"2399",65,2013,24.5,-27.5
"2400",69,2013,24.5,-26.5
"2401",68,2013,24.5,-25.5
"2402",72,2013,24.5,-24.5
"2403",78,2013,24.5,-23.5
"2404",79,2013,24.5,-22.5
"2405",80,2013,24.5,-21.5
"2406",80,2013,24.5,-20.5
"2407",84,2013,24.5,-19.5
"2408",84,2013,24.5,-18.5
"2409",84,2013,24.5,-17.5
"2410",85,2013,24.5,-16.5
"2411",83,2013,24.5,-15.5
"2412",77,2013,24.5,-14.5
"2413",68,2013,24.5,-13.5
"2414",70,2013,24.5,-12.5
"2415",72,2013,24.5,-11.5
"2416",67,2013,24.5,-10.5
"2417",62,2013,24.5,-9.5
"2418",56,2013,24.5,-8.5
"2419",48,2013,24.5,-7.5
"2420",45,2013,24.5,-6.5
"2421",43,2013,24.5,-5.5
"2422",42,2013,24.5,-4.5
"2423",38,2013,24.5,-3.5
"2424",38,2013,24.5,-2.5
"2425",36,2013,24.5,-1.5
"2426",35,2013,24.5,-0.5
"2427",36,2013,24.5,0.5
"2428",38,2013,24.5,1.5
"2429",42,2013,24.5,2.5
"2430",40,2013,24.5,3.5
"2431",37,2013,24.5,4.5
"2432",32,2013,24.5,5.5
"2433",41,2013,24.5,6.5
"2434",45,2013,24.5,7.5
"2435",56,2013,24.5,8.5
"2436",60,2013,24.5,9.5
"2437",53,2013,24.5,10.5
"2438",60,2013,24.5,11.5
"2439",60,2013,24.5,12.5
"2440",56,2013,24.5,13.5
"2441",54,2013,24.5,14.5
"2442",53,2013,24.5,15.5
"2443",46,2013,24.5,16.5
"2444",43,2013,24.5,17.5
"2445",50,2013,24.5,18.5
"2446",51,2013,24.5,19.5
"2447",53,2013,24.5,20.5
"2448",55,2013,24.5,21.5
"2449",57,2013,24.5,22.5
"2450",52,2013,24.5,23.5
"2451",53,2013,24.5,24.5
"2452",63,2013,24.5,25.5
"2453",55,2013,24.5,26.5
"2454",57,2013,24.5,27.5
"2455",55,2013,24.5,28.5
"2456",55,2013,24.5,29.5
"2457",50,2013,24.5,30.5
"2458",52,2013,24.5,31.5
"2459",58,2013,24.5,32.5
"2460",57,2013,24.5,33.5
"2461",69,2013,24.5,34.5
"2462",74,2013,24.5,35.5
"2463",70,2013,24.5,36.5
"2464",76,2013,24.5,37.5
"2465",76,2013,24.5,38.5
"2466",81,2013,24.5,39.5
"2467",81,2013,24.5,40.5
"2468",76,2013,24.5,41.5
"2469",72,2013,24.5,42.5
"2470",71,2013,24.5,43.5
"2471",67,2013,24.5,44.5
"2472",60,2013,24.5,45.5
"2473",67,2013,24.5,46.5
"2474",68,2013,24.5,47.5
"2475",65,2013,24.5,48.5
"2476",56,2013,23.5,-49.5
"2477",50,2013,23.5,-48.5
"2478",44,2013,23.5,-47.5
"2479",43,2013,23.5,-46.5
"2480",48,2013,23.5,-45.5
"2481",51,2013,23.5,-44.5
"2482",53,2013,23.5,-43.5
"2483",46,2013,23.5,-42.5
"2484",54,2013,23.5,-41.5
"2485",59,2013,23.5,-40.5
"2486",58,2013,23.5,-39.5
"2487",62,2013,23.5,-38.5
"2488",70,2013,23.5,-37.5
"2489",69,2013,23.5,-36.5
"2490",73,2013,23.5,-35.5
"2491",68,2013,23.5,-34.5
"2492",76,2013,23.5,-33.5
"2493",72,2013,23.5,-32.5
"2494",73,2013,23.5,-31.5
"2495",69,2013,23.5,-30.5
"2496",71,2013,23.5,-29.5
"2497",78,2013,23.5,-28.5
"2498",72,2013,23.5,-27.5
"2499",74,2013,23.5,-26.5
"2500",74,2013,23.5,-25.5
"2501",77,2013,23.5,-24.5
"2502",82,2013,23.5,-23.5
"2503",79,2013,23.5,-22.5
"2504",76,2013,23.5,-21.5
"2505",81,2013,23.5,-20.5
"2506",84,2013,23.5,-19.5
"2507",81,2013,23.5,-18.5
"2508",80,2013,23.5,-17.5
"2509",82,2013,23.5,-16.5
"2510",75,2013,23.5,-15.5
"2511",69,2013,23.5,-14.5
"2512",67,2013,23.5,-13.5
"2513",67,2013,23.5,-12.5
"2514",73,2013,23.5,-11.5
"2515",71,2013,23.5,-10.5
"2516",65,2013,23.5,-9.5
"2517",62,2013,23.5,-8.5
"2518",53,2013,23.5,-7.5
"2519",50,2013,23.5,-6.5
"2520",45,2013,23.5,-5.5
"2521",39,2013,23.5,-4.5
"2522",39,2013,23.5,-3.5
"2523",37,2013,23.5,-2.5
"2524",35,2013,23.5,-1.5
"2525",35,2013,23.5,-0.5
"2526",40,2013,23.5,0.5
"2527",36,2013,23.5,1.5
"2528",41,2013,23.5,2.5
"2529",41,2013,23.5,3.5
"2530",37,2013,23.5,4.5
"2531",33,2013,23.5,5.5
"2532",41,2013,23.5,6.5
"2533",45,2013,23.5,7.5
"2534",51,2013,23.5,8.5
"2535",55,2013,23.5,9.5
"2536",55,2013,23.5,10.5
"2537",59,2013,23.5,11.5
"2538",58,2013,23.5,12.5
"2539",57,2013,23.5,13.5
"2540",57,2013,23.5,14.5
"2541",55,2013,23.5,15.5
"2542",53,2013,23.5,16.5
"2543",53,2013,23.5,17.5
"2544",54,2013,23.5,18.5
"2545",51,2013,23.5,19.5
"2546",58,2013,23.5,20.5
"2547",56,2013,23.5,21.5
"2548",56,2013,23.5,22.5
"2549",57,2013,23.5,23.5
"2550",59,2013,23.5,24.5
"2551",60,2013,23.5,25.5
"2552",52,2013,23.5,26.5
"2553",53,2013,23.5,27.5
"2554",53,2013,23.5,28.5
"2555",54,2013,23.5,29.5
"2556",56,2013,23.5,30.5
"2557",53,2013,23.5,31.5
"2558",57,2013,23.5,32.5
"2559",58,2013,23.5,33.5
"2560",65,2013,23.5,34.5
"2561",66,2013,23.5,35.5
"2562",70,2013,23.5,36.5
"2563",73,2013,23.5,37.5
"2564",82,2013,23.5,38.5
"2565",77,2013,23.5,39.5
"2566",77,2013,23.5,40.5
"2567",74,2013,23.5,41.5
"2568",71,2013,23.5,42.5
"2569",67,2013,23.5,43.5
"2570",62,2013,23.5,44.5
"2571",60,2013,23.5,45.5
"2572",64,2013,23.5,46.5
"2573",72,2013,23.5,47.5
"2574",65,2013,23.5,48.5
"2575",58,2013,22.5,-49.5
"2576",57,2013,22.5,-48.5
"2577",50,2013,22.5,-47.5
"2578",52,2013,22.5,-46.5
"2579",55,2013,22.5,-45.5
"2580",53,2013,22.5,-44.5
"2581",53,2013,22.5,-43.5
"2582",54,2013,22.5,-42.5
"2583",62,2013,22.5,-41.5
"2584",61,2013,22.5,-40.5
"2585",65,2013,22.5,-39.5
"2586",68,2013,22.5,-38.5
"2587",71,2013,22.5,-37.5
"2588",72,2013,22.5,-36.5
"2589",74,2013,22.5,-35.5
"2590",73,2013,22.5,-34.5
"2591",74,2013,22.5,-33.5
"2592",75,2013,22.5,-32.5
"2593",71,2013,22.5,-31.5
"2594",72,2013,22.5,-30.5
"2595",72,2013,22.5,-29.5
"2596",78,2013,22.5,-28.5
"2597",78,2013,22.5,-27.5
"2598",79,2013,22.5,-26.5
"2599",80,2013,22.5,-25.5
"2600",78,2013,22.5,-24.5
"2601",82,2013,22.5,-23.5
"2602",82,2013,22.5,-22.5
"2603",79,2013,22.5,-21.5
"2604",80,2013,22.5,-20.5
"2605",83,2013,22.5,-19.5
"2606",86,2013,22.5,-18.5
"2607",81,2013,22.5,-17.5
"2608",79,2013,22.5,-16.5
"2609",74,2013,22.5,-15.5
"2610",73,2013,22.5,-14.5
"2611",67,2013,22.5,-13.5
"2612",70,2013,22.5,-12.5
"2613",73,2013,22.5,-11.5
"2614",67,2013,22.5,-10.5
"2615",61,2013,22.5,-9.5
"2616",61,2013,22.5,-8.5
"2617",53,2013,22.5,-7.5
"2618",48,2013,22.5,-6.5
"2619",48,2013,22.5,-5.5
"2620",43,2013,22.5,-4.5
"2621",38,2013,22.5,-3.5
"2622",41,2013,22.5,-2.5
"2623",34,2013,22.5,-1.5
"2624",44,2013,22.5,-0.5
"2625",42,2013,22.5,0.5
"2626",42,2013,22.5,1.5
"2627",43,2013,22.5,2.5
"2628",44,2013,22.5,3.5
"2629",41,2013,22.5,4.5
"2630",39,2013,22.5,5.5
"2631",45,2013,22.5,6.5
"2632",54,2013,22.5,7.5
"2633",57,2013,22.5,8.5
"2634",56,2013,22.5,9.5
"2635",56,2013,22.5,10.5
"2636",59,2013,22.5,11.5
"2637",59,2013,22.5,12.5
"2638",56,2013,22.5,13.5
"2639",58,2013,22.5,14.5
"2640",60,2013,22.5,15.5
"2641",60,2013,22.5,16.5
"2642",58,2013,22.5,17.5
"2643",54,2013,22.5,18.5
"2644",50,2013,22.5,19.5
"2645",52,2013,22.5,20.5
"2646",51,2013,22.5,21.5
"2647",53,2013,22.5,22.5
"2648",54,2013,22.5,23.5
"2649",56,2013,22.5,24.5
"2650",59,2013,22.5,25.5
"2651",58,2013,22.5,26.5
"2652",55,2013,22.5,27.5
"2653",51,2013,22.5,28.5
"2654",54,2013,22.5,29.5
"2655",59,2013,22.5,30.5
"2656",60,2013,22.5,31.5
"2657",61,2013,22.5,32.5
"2658",69,2013,22.5,33.5
"2659",66,2013,22.5,34.5
"2660",67,2013,22.5,35.5
"2661",72,2013,22.5,36.5
"2662",80,2013,22.5,37.5
"2663",80,2013,22.5,38.5
"2664",78,2013,22.5,39.5
"2665",73,2013,22.5,40.5
"2666",73,2013,22.5,41.5
"2667",67,2013,22.5,42.5
"2668",64,2013,22.5,43.5
"2669",59,2013,22.5,44.5
"2670",61,2013,22.5,45.5
"2671",62,2013,22.5,46.5
"2672",69,2013,22.5,47.5
"2673",70,2013,22.5,48.5
"2674",60,2013,21.5,-49.5
"2675",60,2013,21.5,-48.5
"2676",56,2013,21.5,-47.5
"2677",56,2013,21.5,-46.5
"2678",60,2013,21.5,-45.5
"2679",60,2013,21.5,-44.5
"2680",57,2013,21.5,-43.5
"2681",57,2013,21.5,-42.5
"2682",60,2013,21.5,-41.5
"2683",62,2013,21.5,-40.5
"2684",63,2013,21.5,-39.5
"2685",70,2013,21.5,-38.5
"2686",72,2013,21.5,-37.5
"2687",80,2013,21.5,-36.5
"2688",77,2013,21.5,-35.5
"2689",75,2013,21.5,-34.5
"2690",72,2013,21.5,-33.5
"2691",71,2013,21.5,-32.5
"2692",74,2013,21.5,-31.5
"2693",73,2013,21.5,-30.5
"2694",79,2013,21.5,-29.5
"2695",86,2013,21.5,-28.5
"2696",82,2013,21.5,-27.5
"2697",90,2013,21.5,-26.5
"2698",84,2013,21.5,-25.5
"2699",80,2013,21.5,-24.5
"2700",81,2013,21.5,-23.5
"2701",76,2013,21.5,-22.5
"2702",74,2013,21.5,-21.5
"2703",79,2013,21.5,-20.5
"2704",78,2013,21.5,-19.5
"2705",84,2013,21.5,-18.5
"2706",79,2013,21.5,-17.5
"2707",76,2013,21.5,-16.5
"2708",79,2013,21.5,-15.5
"2709",68,2013,21.5,-14.5
"2710",66,2013,21.5,-13.5
"2711",68,2013,21.5,-12.5
"2712",72,2013,21.5,-11.5
"2713",70,2013,21.5,-10.5
"2714",65,2013,21.5,-9.5
"2715",60,2013,21.5,-8.5
"2716",54,2013,21.5,-7.5
"2717",51,2013,21.5,-6.5
"2718",49,2013,21.5,-5.5
"2719",47,2013,21.5,-4.5
"2720",41,2013,21.5,-3.5
"2721",38,2013,21.5,-2.5
"2722",36,2013,21.5,-1.5
"2723",48,2013,21.5,-0.5
"2724",47,2013,21.5,0.5
"2725",49,2013,21.5,1.5
"2726",41,2013,21.5,2.5
"2727",45,2013,21.5,3.5
"2728",46,2013,21.5,4.5
"2729",46,2013,21.5,5.5
"2730",52,2013,21.5,6.5
"2731",60,2013,21.5,7.5
"2732",63,2013,21.5,8.5
"2733",60,2013,21.5,9.5
"2734",56,2013,21.5,10.5
"2735",55,2013,21.5,11.5
"2736",58,2013,21.5,12.5
"2737",58,2013,21.5,13.5
"2738",58,2013,21.5,14.5
"2739",64,2013,21.5,15.5
"2740",64,2013,21.5,16.5
"2741",64,2013,21.5,17.5
"2742",57,2013,21.5,18.5
"2743",55,2013,21.5,19.5
"2744",51,2013,21.5,20.5
"2745",47,2013,21.5,21.5
"2746",54,2013,21.5,22.5
"2747",59,2013,21.5,23.5
"2748",59,2013,21.5,24.5
"2749",58,2013,21.5,25.5
"2750",60,2013,21.5,26.5
"2751",51,2013,21.5,27.5
"2752",56,2013,21.5,28.5
"2753",58,2013,21.5,29.5
"2754",65,2013,21.5,30.5
"2755",64,2013,21.5,31.5
"2756",70,2013,21.5,32.5
"2757",71,2013,21.5,33.5
"2758",75,2013,21.5,34.5
"2759",75,2013,21.5,35.5
"2760",76,2013,21.5,36.5
"2761",79,2013,21.5,37.5
"2762",82,2013,21.5,38.5
"2763",79,2013,21.5,39.5
"2764",75,2013,21.5,40.5
"2765",69,2013,21.5,41.5
"2766",67,2013,21.5,42.5
"2767",61,2013,21.5,43.5
"2768",62,2013,21.5,44.5
"2769",61,2013,21.5,45.5
"2770",68,2013,21.5,46.5
"2771",72,2013,21.5,47.5
"2772",74,2013,21.5,48.5
"2773",55,2013,20.5,-49.5
